22.5
11
25
23.5
21.5
25
30
30
27.5																		
26
28
17
24.5																		
11
30.5																		
33.5																		
27																																																																																														
25.5																																																																																														
22																																																																																														
32																																																																																														
18																																																																																														
29.5																																																																																														
27.5																																																																																														
22																																																																																														
28.5																																																																																														
20.5																																																																																														
25																																																																																														
30.5																																																																																														
25																																																																																														
15																																																																																														
19.5																																																																																														
18																																																																																														
29																																																																																														
33																																																																																														
34																																																																																														
13.5																																																																																														
20.5																																																																																														
32.5																																																																																														
29																																																																																														
27																																																																																														
27.5																																																																																														
34.5																																																																																														
21.5																																																																																														
21																																																																																														
29.5																																																																																														
27																																																																																														
20																																																																																														
31																																																																																														
23.5																																																																																														
28																																																																																														
33.5																																																																																														
21																																																																																														
33																																																																																														
26.5																																																																																														
19.5																																																																																														
21.5																																																																																														
26.5																																																																																														
27																																																																																														
22.5																																																																																														
21.5																																																																																														
25.5																																																																																														
22																																																																																														
24																																																																																														
36																																																																																														
28																																																																																														
20.5																																																																																														
22.5																																																																																														
32.5																																																																																														
31.5																																																																																														
26																																																																																														
30.5																																																																																														
31																																																																																														
22.5																																																																																														
28																																																																																														
25																																																																																														
26																																																																																														
24																																																																																														
24																																																																																														
17																																																																																														
23.5																																																																																														
39																																																																																														
21																																																																																														
27																																																																																														
24																																																																																														
32.5																																																																																														
19.5																																																																																														
30																																																																																														
36																																																																																														
33																																																																																														
31.5																																																																																														
31																																																																																														
24																																																																																														
24.5																																																																																														
24.5																																																																																														
31																																																																																														
24.5																																																																																														
21.5																																																																																														
26																																																																																														
27.5																																																																																														
20.5																																																																																														
26.5																																																																																														
22.5																																																																																														
26.5																																																																																														
31.5																																																																																														
21.5																																																																																														
20																																																																																														
19																																																																																														
16.5																																																																																														
26																																																																																														
31.5																																																																																														
25.5																																																																																														
18.5																																																																																														
27.5																																																																																														
22																																																																																														
25.5																																																																																														
24.5																																																																																														
28.5																																																																																														
28																																																																																														
35.5																																																																																														
26																																																																																														
14																																																																																														
22																																																																																														
27.5																																																																																														
24.5																																																																																														
27.5																																																																																														
20																																																																																														
25																																																																																														
23																																																																																														
26																																																																																														
21.5																																																																																														
27.5																																																																																														
14.5																																																																																														
27																																																																																														
15.5																																																																																														
28																																																																																														
34																																																																																														
16																																																																																														
30.5																																																																																														
25.5																																																																																														
30.5																																																																																														
20.5																																																																																														
24.5																																																																																														
18																																																																																														
14																																																																																														
21.5																																																																																														
20																																																																																														
27																																																																																														
33.5																																																																																														
25.5																																																																																														
29.5																																																																																														
26																																																																																														
26																																																																																														
11																																																																																														
16.5																																																																																														
19.5																																																																																														
33.5																																																																																														
26																																																																																														
17.5																																																																																														
26																																																																																														
26																																																																																														
27																																																																																														
26																																																																																														
25.5																																																																																														
16																																																																																														
27.5																																																																																														
31.5																																																																																														
30.5																																																																																														
21.5																																																																																														
32.5																																																																																														
14																																																																																														
31																																																																																														
18.5																																																																																														
5.5																																																																																														
28.5																																																																																														
31																																																																																														
23																																																																																														
23.5																																																																																														
24.5																																																																																														
13.5																																																																																														
30																																																																																														
34.5																																																																																														
32																																																																																														
21																																																																																														
28																																																																																														
32																																																																																														
32																																																																																														
